3.0855153818291745,0,0
3.0858250045060016,7,0
4.024690103916227,9,0
5.010545078017498,3,0
4.520021202125956,6,0
2.5903154878202117,1,0
3.518472742789313,17,0
2.5107864320051587,21,0
3.0961284552601316,20,0
3.000621774801578,2,0
3.5839299229460537,5,0
3.004760058601969,18,0
3.5107373394686356,4,0
2.5781985825412694,19,0
2.5243880034508956,8,0
4.039510250333452,16,0
4.054339009102239,11,0
4.085231634780014,12,0
3.5628980216463537,10,0
4.062589216442963,14,0
3.5993693883620232,13,0
4.066995136594484,15,0
3.0337392471341107,22,0
3.5156143926695758,27,0
3.532224074741826,23,0
3.077258227262932,25,0
3.0275070175523875,26,0
3.595004745958734,24,0
4.092631849650592,29,0
3.532707732880677,28,0
4.044945797339964,0,1
2.571765957448074,7,1
3.0452525029469646,9,1
4.057748236205925,3,1
4.087095296877469,6,1
4.527984289315317,1,1
4.023224999091589,17,1
3.083289875695087,21,1
2.5903145132925105,20,1
3.528456075360001,2,1
4.04156667622499,5,1
3.5963279485297877,18,1
4.056570943622915,4,1
2.5627703346497044,19,1
3.5929774359074154,8,1
4.5002071492701745,16,1
3.574650484447864,11,1
3.5354879275838327,12,1
3.59976389477233,10,1
4.073191747095013,14,1
4.07208162814783,13,1
3.030358374522617,15,1
4.002705932983309,22,1
3.098721478574731,27,1
3.0176435519985363,23,1
2.531758476682223,25,1
4.086565741714029,26,1
2.509198768330342,24,1
3.5222687926714777,29,1
3.0385077792973925,28,1
5.052866508469019,0,2
4.0083540877110355,7,2
5.001912873742272,9,2
5.016365224048499,3,2
4.53160280803831,6,2
4.563360023316618,1,2
4.539102762795104,17,2
3.066849371014131,21,2
4.576172572643212,20,2
4.032858494247413,2,2
5.024548729887146,5,2
4.5866244938020975,18,2
5.069737984524279,4,2
3.5361400492186115,19,2
3.0177004928145155,8,2
5.094430184557129,16,2
5.011269274194953,11,2
5.030727426717718,12,2
4.009163758464944,10,2
5.01293697588845,14,2
4.58433528959132,13,2
3.5337059652273153,15,2
3.0932059723868397,22,2
5.010449478695839,27,2
5.024822363496273,23,2
3.014633406009964,25,2
4.515224032131731,26,2
4.009817165840437,24,2
4.583946569408422,29,2
3.5511542014088477,28,2
3.5608294392498587,0,3
3.503762686625669,7,3
4.555309922897253,9,3
4.5730835740861995,3,3
5.070141837204933,6,3
3.5923518101399634,1,3
3.592989075056478,17,3
3.5316842598123626,21,3
4.024208228186486,20,3
5.028840746639594,2,3
3.5748879316278233,5,3
4.008436772927324,18,3
5.02978108414669,4,3
4.036332408663346,19,3
3.536878174503828,8,3
4.014479332180659,16,3
5.071515990188781,11,3
5.079094110174585,12,3
4.554982356931935,10,3
4.0508390133205365,14,3
4.589643318333476,13,3
4.082621823888642,15,3
4.0864440749452875,22,3
4.5199890789570585,27,3
4.530075768080841,23,3
3.0648678573772092,25,3
5.032174663613495,26,3
3.528525904514381,24,3
4.51641215538599,29,3
3.54614115569884,28,3
3.0462350267487133,0,4
4.041295046584218,7,4
2.5938167728042267,9,4
4.082182685792002,3,4
4.558708193102923,6,4
3.041195941309193,1,4
2.5935957162189265,17,4
3.0171457884248087,21,4
3.0113545430618274,20,4
3.078253838059868,2,4
3.565699984894139,5,4
4.56582349292903,18,4
3.5509745008716456,4,4
3.0185169257060873,19,4
3.055021332745036,8,4
4.005517483620187,16,4
3.061523039340275,11,4
3.0942544289682936,12,4
3.005177847302027,10,4
3.0483662636235183,14,4
2.0869856006812273,13,4
3.5654889519673674,15,4
3.0972485500539535,22,4
4.0418852425221345,27,4
4.527409074115212,23,4
3.002401824384357,25,4
3.5699771007944228,26,4
3.599129176885257,24,4
5.091916488563903,29,4
4.0953941078168725,28,4
